Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day,Month,Meal_Dinner,Meal_Lunch,Food_Category_Rice,Food_Category_Soup,Food_Category_Vegetables,Canteen_Section_B,Canteen_Section_C,Canteen_Section_D,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
1.04,3.0,3.12,10,7,False,False,False,False,True,False,True,False,False,False,False,True,False,False
4.61,1.5,6.92,31,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False
3.19,3.0,9.57,3,8,True,False,False,False,True,False,False,False,False,False,True,False,False,False
4.06,2.0,8.12,5,7,True,False,True,False,False,True,False,False,False,True,False,False,False,False
2.76,2.0,5.52,26,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2.45,3.0,7.35,8,7,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3.27,3.0,9.81,2,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.75,1.5,1.12,19,7,False,True,False,True,False,False,True,False,False,True,False,False,False,False
3.46,8.0,27.68,16,6,False,True,False,False,False,False,False,True,True,False,False,False,False,False
3.25,2.0,6.5,7,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False
1.02,2.0,2.04,31,7,False,True,True,False,False,False,True,False,False,False,False,True,False,False
4.25,2.0,8.5,9,7,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0.14,1.5,0.21,19,7,False,True,False,True,False,False,False,True,False,True,False,False,False,False
4.69,1.5,7.04,8,7,False,True,False,True,False,True,False,False,False,False,False,False,True,False
1.19,8.0,9.52,8,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False
4.13,2.0,8.26,25,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False
4.85,1.5,7.27,18,6,True,False,False,True,False,True,False,False,False,False,False,False,False,True
0.3,2.0,0.6,20,7,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1.45,8.0,11.6,17,6,True,False,False,False,False,False,False,True,False,False,False,False,True,False
4.72,2.0,9.44,28,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.79,3.0,2.37,27,7,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2.28,2.0,4.56,14,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False
2.35,3.0,7.05,4,7,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4.26,3.0,12.78,7,8,False,True,False,False,True,False,True,False,False,False,False,True,False,False
3.54,1.5,5.31,21,7,False,True,False,True,False,True,False,False,True,False,False,False,False,False
3.89,1.5,5.83,26,7,True,False,False,True,False,False,True,False,False,True,False,False,False,False
4.48,1.5,6.72,1,8,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2.13,3.0,6.39,8,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False
2.66,2.0,5.32,17,6,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.11,1.5,1.67,14,7,True,False,False,True,False,False,False,False,True,False,False,False,False,False
4.7,3.0,14.1,30,7,True,False,False,False,True,False,False,False,False,False,False,False,False,True
2.97,2.0,5.94,23,7,True,False,True,False,False,False,False,True,False,False,False,False,False,True
0.76,8.0,6.08,15,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False
3.57,3.0,10.71,21,7,False,True,False,False,True,True,False,False,True,False,False,False,False,False
2.5,2.0,5.0,16,6,False,True,True,False,False,True,False,False,True,False,False,False,False,False
3.52,1.5,5.28,28,7,True,False,False,True,False,True,False,False,True,False,False,False,False,False
1.93,1.5,2.9,23,7,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2.59,8.0,20.72,25,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.32,8.0,34.56,29,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3.66,3.0,10.98,23,7,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2.87,3.0,8.61,13,6,True,False,False,False,True,False,True,False,False,False,False,False,False,False
2.73,8.0,21.84,20,7,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1.25,2.0,2.5,19,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False
0.46,8.0,3.68,13,7,True,False,False,False,False,True,False,False,False,False,True,False,False,False
4.35,1.5,6.52,17,6,False,True,False,True,False,False,False,True,False,False,False,False,True,False
1.51,8.0,12.08,24,6,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2.52,1.5,3.78,28,7,False,False,False,True,False,True,False,False,True,False,False,False,False,False
0.79,3.0,2.37,22,6,False,True,False,False,True,False,False,True,False,False,True,False,False,False
4.28,2.0,8.56,13,6,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4.51,1.5,6.76,22,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.17,2.0,0.34,15,6,True,False,True,False,False,False,False,False,False,False,True,False,False,False
4.95,1.5,7.43,26,6,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2.55,3.0,7.65,3,8,False,True,False,False,True,False,False,False,False,False,True,False,False,False
1.38,3.0,4.14,2,8,False,False,False,False,True,False,True,False,False,True,False,False,False,False
4.45,8.0,35.6,10,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3.47,3.0,10.41,28,7,False,False,False,False,True,False,False,True,True,False,False,False,False,False
3.65,3.0,10.95,11,7,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2.72,2.0,5.44,4,8,True,False,True,False,False,False,False,True,True,False,False,False,False,False
0.99,3.0,2.97,28,6,False,True,False,False,True,False,False,True,False,True,False,False,False,False
1.61,8.0,12.88,15,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.77,2.0,3.54,11,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2.81,3.0,8.43,30,6,True,False,False,False,True,False,False,False,True,False,False,False,False,False
4.4,8.0,35.2,23,7,False,False,False,False,False,True,False,False,False,False,False,False,False,True
3.28,8.0,26.24,14,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False
3.82,8.0,30.56,13,6,False,True,False,False,False,True,False,False,False,False,False,False,False,False
4.97,8.0,39.76,24,6,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1.64,3.0,4.92,19,7,True,False,False,False,True,False,False,True,False,True,False,False,False,False
3.21,1.5,4.81,11,6,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2.74,3.0,8.22,12,6,False,True,False,False,True,False,True,False,False,False,False,True,False,False
4.93,1.5,7.39,17,7,False,True,False,True,False,False,True,False,False,False,False,True,False,False
0.53,1.5,0.8,20,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0.55,8.0,4.4,11,6,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.18,3.0,0.54,6,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1.63,1.5,2.44,30,6,False,False,False,True,False,True,False,False,True,False,False,False,False,False
3.39,2.0,6.78,15,6,True,False,True,False,False,True,False,False,False,False,True,False,False,False
0.77,1.5,1.16,3,7,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1.58,3.0,4.74,16,6,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.81,3.0,8.43,29,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False
3.76,2.0,7.52,5,7,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0.25,1.5,0.38,1,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.62,3.0,1.86,12,7,True,False,False,False,True,True,False,False,False,True,False,False,False,False
2.02,8.0,16.16,14,7,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0.39,1.5,0.58,6,8,False,True,False,True,False,False,False,True,False,False,False,False,False,True
4.33,2.0,8.66,28,7,False,False,True,False,False,False,False,True,True,False,False,False,False,False
4.04,8.0,32.32,1,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.48,8.0,3.84,22,7,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1.11,8.0,8.88,28,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.3,1.5,1.95,22,7,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4.96,8.0,39.68,17,7,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1.03,8.0,8.24,8,7,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1.64,8.0,13.12,13,7,False,False,False,False,False,True,False,False,False,False,True,False,False,False
4.03,3.0,12.09,23,6,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1.32,3.0,3.96,27,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False
0.75,8.0,6.0,12,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3.28,3.0,9.84,13,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3.8,8.0,30.4,5,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.63,2.0,1.26,15,6,True,False,True,False,False,False,True,False,False,False,True,False,False,False
2.59,3.0,7.77,12,6,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3.48,3.0,10.44,5,8,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3.46,2.0,6.92,24,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1.31,2.0,2.62,22,6,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2.23,8.0,17.84,13,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.77,8.0,6.16,25,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2.07,3.0,6.21,7,7,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2.14,3.0,6.42,31,7,False,True,False,False,True,True,False,False,False,False,False,True,False,False
2.41,2.0,4.82,22,7,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3.08,2.0,6.16,31,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.35,3.0,7.05,7,8,True,False,False,False,True,True,False,False,False,False,False,True,False,False
0.3,1.5,0.45,24,7,False,False,False,True,False,False,True,False,False,False,False,True,False,False
4.09,2.0,8.18,21,6,False,False,True,False,False,True,False,False,False,True,False,False,False,False
4.37,3.0,13.11,15,7,False,True,False,False,True,True,False,False,False,False,False,False,True,False
1.56,1.5,2.34,4,8,False,True,False,True,False,False,False,False,True,False,False,False,False,False
4.83,3.0,14.49,1,8,False,True,False,False,True,False,False,False,False,False,False,False,False,False
2.43,3.0,7.29,29,7,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2.31,3.0,6.93,17,7,True,False,False,False,True,False,False,True,False,False,False,True,False,False
2.93,3.0,8.79,30,6,False,False,False,False,True,True,False,False,True,False,False,False,False,False
3.0,3.0,9.0,15,7,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3.88,3.0,11.64,2,7,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3.09,3.0,9.27,2,7,False,True,False,False,True,True,False,False,False,False,False,False,False,True
2.14,3.0,6.42,29,6,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2.54,1.5,3.81,8,7,True,False,False,True,False,True,False,False,False,False,False,False,True,False
0.37,2.0,0.74,26,7,False,False,True,False,False,True,False,False,False,True,False,False,False,False
4.08,2.0,8.16,18,6,False,True,True,False,False,False,False,True,False,False,False,False,False,True
0.27,8.0,2.16,25,7,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.87,1.5,2.81,11,6,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1.62,8.0,12.96,20,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3.29,8.0,26.32,21,6,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1.34,8.0,10.72,26,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.29,1.5,1.94,12,6,False,False,False,True,False,True,False,False,False,False,False,True,False,False
1.19,3.0,3.57,24,6,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0.17,3.0,0.51,17,6,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1.03,2.0,2.06,4,8,False,False,True,False,False,False,True,False,True,False,False,False,False,False
3.17,2.0,6.34,7,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False
2.89,1.5,4.33,3,8,False,True,False,True,False,False,True,False,False,False,True,False,False,False
1.33,2.0,2.66,24,6,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.66,1.5,2.49,23,7,True,False,False,True,False,True,False,False,False,False,False,False,False,True
4.71,2.0,9.42,7,7,True,False,True,False,False,False,False,False,True,False,False,False,False,False
4.11,8.0,32.88,2,7,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1.69,2.0,3.38,18,6,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0.68,1.5,1.02,11,6,True,False,False,True,False,False,False,True,False,False,False,False,False,True
2.4,3.0,7.2,13,6,False,False,False,False,True,False,True,False,False,False,False,False,False,False
4.68,1.5,7.02,3,7,False,True,False,True,False,True,False,False,False,False,False,True,False,False
3.49,2.0,6.98,4,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False
3.42,8.0,27.36,4,8,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.15,2.0,0.3,19,7,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1.41,8.0,11.28,17,7,False,True,False,False,False,False,True,False,False,False,False,True,False,False
4.81,8.0,38.48,3,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.6,2.0,1.2,22,7,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2.3,1.5,3.45,21,6,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0.57,2.0,1.14,10,7,True,False,True,False,False,True,False,False,False,False,False,True,False,False
3.84,1.5,5.76,2,8,True,False,False,True,False,False,False,True,False,True,False,False,False,False
1.26,1.5,1.89,23,6,False,True,False,True,False,False,True,False,True,False,False,False,False,False
0.13,8.0,1.04,12,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.6,2.0,1.2,28,7,True,False,True,False,False,True,False,False,True,False,False,False,False,False
4.41,2.0,8.82,12,6,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1.35,2.0,2.7,5,8,True,False,True,False,False,False,False,True,False,False,False,False,True,False
3.99,1.5,5.99,24,6,True,False,False,True,False,False,False,True,False,False,False,False,True,False
4.91,2.0,9.82,12,6,True,False,True,False,False,False,False,True,False,False,False,True,False,False
0.64,3.0,1.92,24,6,True,False,False,False,True,False,True,False,False,False,False,False,True,False
4.5,1.5,6.75,20,7,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3.03,2.0,6.06,16,6,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1.9,1.5,2.85,16,7,True,False,False,True,False,True,False,False,False,False,False,False,False,True
0.43,1.5,0.65,18,6,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3.62,1.5,5.43,29,6,True,False,False,True,False,False,False,False,False,False,True,False,False,False
2.23,1.5,3.34,21,7,False,False,False,True,False,False,False,True,True,False,False,False,False,False
4.04,3.0,12.12,22,7,False,True,False,False,True,False,True,False,False,False,False,False,True,False
3.2,2.0,6.4,9,8,True,False,True,False,False,True,False,False,False,True,False,False,False,False
4.99,2.0,9.98,26,6,True,False,True,False,False,False,True,False,False,False,False,True,False,False
4.87,3.0,14.61,25,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False
1.33,1.5,2.0,10,8,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2.81,3.0,8.43,11,6,True,False,False,False,True,False,True,False,False,False,False,False,False,True
3.0,8.0,24.0,26,7,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.7,2.0,5.4,15,6,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1.84,8.0,14.72,11,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3.26,2.0,6.52,24,7,True,False,True,False,False,True,False,False,False,False,False,True,False,False
1.49,2.0,2.98,12,6,False,True,True,False,False,True,False,False,False,False,False,True,False,False
3.04,1.5,4.56,20,7,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.55,2.0,1.1,29,7,False,True,True,False,False,False,False,False,False,False,False,False,True,False
2.7,8.0,21.6,13,6,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2.29,2.0,4.58,27,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False
2.86,2.0,5.72,26,7,False,True,True,False,False,True,False,False,False,True,False,False,False,False
1.55,2.0,3.1,25,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False
4.36,3.0,13.08,26,6,True,False,False,False,True,True,False,False,False,False,False,True,False,False
1.93,8.0,15.44,22,6,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3.34,1.5,5.01,2,7,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3.67,8.0,29.36,27,7,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1.26,8.0,10.08,14,6,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0.58,2.0,1.16,16,6,False,False,True,False,False,False,True,False,True,False,False,False,False,False
2.71,1.5,4.06,8,7,True,False,False,True,False,False,False,False,False,False,False,False,True,False
2.11,8.0,16.88,23,7,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3.55,3.0,10.65,20,6,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4.13,3.0,12.39,9,7,False,False,False,False,True,False,False,True,False,False,False,False,False,True
4.57,8.0,36.56,25,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3.9,8.0,31.2,8,7,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2.59,8.0,20.72,9,8,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1.17,3.0,3.51,25,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False
2.04,3.0,6.12,20,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.02,3.0,3.06,25,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1.88,8.0,15.04,23,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3.37,2.0,6.74,29,7,False,True,True,False,False,False,False,True,False,False,False,False,True,False
4.54,2.0,9.08,5,8,True,False,True,False,False,True,False,False,False,False,False,False,True,False
0.77,2.0,1.54,19,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False
4.9,3.0,14.7,26,6,True,False,False,False,True,False,True,False,False,False,False,True,False,False
4.24,2.0,8.48,19,6,False,False,True,False,False,True,False,False,False,False,False,True,False,False
4.43,1.5,6.64,15,6,True,False,False,True,False,False,True,False,False,False,True,False,False,False
1.37,8.0,10.96,2,8,True,False,False,False,False,False,False,True,False,True,False,False,False,False
2.15,2.0,4.3,22,7,False,True,True,False,False,False,False,False,False,False,False,False,True,False
4.29,1.5,6.44,16,6,False,True,False,True,False,False,True,False,True,False,False,False,False,False
0.8,3.0,2.4,27,6,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.98,8.0,39.84,26,7,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.58,8.0,12.64,20,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.64,8.0,5.12,25,6,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4.45,8.0,35.6,16,6,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2.97,8.0,23.76,26,7,True,False,False,False,False,False,True,False,False,True,False,False,False,False
4.95,3.0,14.85,13,7,True,False,False,False,True,True,False,False,False,False,True,False,False,False
1.86,3.0,5.58,25,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2.62,8.0,20.96,24,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.38,8.0,11.04,3,8,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3.24,2.0,6.48,2,8,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0.11,3.0,0.33,5,8,True,False,False,False,True,False,False,False,False,False,False,False,True,False
4.18,2.0,8.36,20,6,False,True,True,False,False,False,False,False,False,False,False,False,False,False
0.25,8.0,2.0,11,7,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2.34,2.0,4.68,25,6,True,False,True,False,False,False,False,True,False,False,False,False,False,True
4.22,1.5,6.33,29,7,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.6,3.0,4.8,3,8,False,False,False,False,True,True,False,False,False,False,True,False,False,False
4.82,2.0,9.64,23,7,True,False,True,False,False,False,False,False,False,False,False,False,False,True
3.45,8.0,27.6,20,7,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1.31,2.0,2.62,5,7,False,True,True,False,False,False,False,False,False,True,False,False,False,False
2.9,3.0,8.7,12,6,True,False,False,False,True,False,False,False,False,False,False,True,False,False
2.23,2.0,4.46,30,7,False,False,True,False,False,False,False,True,False,False,False,False,False,True
4.87,2.0,9.74,11,7,False,True,True,False,False,True,False,False,False,False,False,False,False,False
2.69,8.0,21.52,20,7,False,True,False,False,False,True,False,False,False,False,True,False,False,False
4.09,2.0,8.18,15,7,True,False,True,False,False,True,False,False,False,False,False,False,True,False
4.24,2.0,8.48,22,7,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.73,1.5,2.59,20,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False
3.11,8.0,24.88,21,6,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2.06,2.0,4.12,19,6,False,True,True,False,False,True,False,False,False,False,False,True,False,False
1.9,2.0,3.8,19,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2.05,8.0,16.4,30,7,False,True,False,False,False,True,False,False,False,False,False,False,False,True
3.91,2.0,7.82,25,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False
1.3,8.0,10.4,15,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3.39,2.0,6.78,8,8,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2.68,2.0,5.36,25,6,False,True,True,False,False,False,False,False,False,False,False,False,False,True
3.65,2.0,7.3,6,7,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1.45,3.0,4.35,12,6,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0.85,2.0,1.7,28,6,True,False,True,False,False,True,False,False,False,True,False,False,False,False
4.94,3.0,14.82,5,8,True,False,False,False,True,False,False,True,False,False,False,False,True,False
3.51,3.0,10.53,31,7,False,False,False,False,True,False,False,True,False,False,False,True,False,False
3.68,3.0,11.04,7,7,False,False,False,False,True,False,False,True,True,False,False,False,False,False
3.97,1.5,5.96,15,6,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4.6,8.0,36.8,26,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False
4.35,8.0,34.8,18,6,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0.91,2.0,1.82,19,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False
3.86,3.0,11.58,1,8,False,True,False,False,True,False,True,False,False,False,False,False,False,False
2.42,2.0,4.84,8,8,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3.39,8.0,27.12,2,8,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4.52,1.5,6.78,4,8,False,True,False,True,False,False,True,False,True,False,False,False,False,False
4.3,8.0,34.4,11,6,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.9,2.0,1.8,21,7,False,True,True,False,False,False,True,False,True,False,False,False,False,False
4.1,3.0,12.3,19,7,False,False,False,False,True,False,False,True,False,True,False,False,False,False
0.96,2.0,1.92,25,6,True,False,True,False,False,True,False,False,False,False,False,False,False,True
2.15,1.5,3.22,16,6,False,False,False,True,False,False,False,True,True,False,False,False,False,False
1.63,8.0,13.04,14,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False
4.88,8.0,39.04,19,6,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3.97,8.0,31.76,13,7,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1.61,2.0,3.22,30,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False
4.5,2.0,9.0,23,7,False,True,True,False,False,True,False,False,False,False,False,False,False,True
2.43,2.0,4.86,29,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0.97,2.0,1.94,6,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False
2.66,3.0,7.98,21,7,False,True,False,False,True,False,True,False,True,False,False,False,False,False
2.53,1.5,3.79,26,6,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0.88,2.0,1.76,11,6,True,False,True,False,False,False,True,False,False,False,False,False,False,True
4.71,2.0,9.42,29,6,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2.66,1.5,3.99,22,6,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2.58,2.0,5.16,1,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.27,1.5,0.41,9,7,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0.4,8.0,3.2,4,7,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1.04,1.5,1.56,2,7,False,True,False,True,False,True,False,False,False,False,False,False,False,True
3.78,2.0,7.56,18,6,True,False,True,False,False,True,False,False,False,False,False,False,False,True
1.51,1.5,2.27,24,6,True,False,False,True,False,False,True,False,False,False,False,False,True,False
0.85,8.0,6.8,18,6,False,True,False,False,False,True,False,False,False,False,False,False,False,True
2.34,1.5,3.51,1,7,False,False,False,True,False,True,False,False,False,False,False,False,True,False
4.18,8.0,33.44,9,7,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4.87,1.5,7.3,2,7,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2.99,3.0,8.97,20,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False
3.4,2.0,6.8,10,7,False,False,True,False,False,True,False,False,False,False,False,True,False,False
1.52,1.5,2.28,9,8,True,False,False,True,False,True,False,False,False,True,False,False,False,False
1.94,8.0,15.52,13,7,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1.16,2.0,2.32,7,7,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4.17,3.0,12.51,24,7,False,True,False,False,True,False,False,True,False,False,False,True,False,False
2.77,1.5,4.16,13,7,False,True,False,True,False,False,False,False,False,False,True,False,False,False
3.57,8.0,28.56,2,8,False,True,False,False,False,False,False,True,False,True,False,False,False,False
3.03,3.0,9.09,7,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.53,1.5,3.79,16,7,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0.34,2.0,0.68,7,7,False,False,True,False,False,True,False,False,True,False,False,False,False,False
3.28,1.5,4.92,6,8,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1.68,1.5,2.52,12,6,False,True,False,True,False,False,False,True,False,False,False,True,False,False
2.29,2.0,4.58,5,7,False,True,True,False,False,True,False,False,False,True,False,False,False,False
4.27,3.0,12.81,27,6,True,False,False,False,True,False,False,True,False,False,False,False,False,False
4.97,2.0,9.94,19,7,False,True,True,False,False,False,False,True,False,True,False,False,False,False
3.5,2.0,7.0,27,7,False,False,True,False,False,False,False,True,False,False,True,False,False,False
1.97,2.0,3.94,3,8,False,True,True,False,False,True,False,False,False,False,True,False,False,False
0.42,8.0,3.36,24,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False
4.0,8.0,32.0,13,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1.58,2.0,3.16,4,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False
4.42,8.0,35.36,30,6,False,True,False,False,False,True,False,False,True,False,False,False,False,False
4.84,2.0,9.68,30,6,False,True,True,False,False,False,False,False,True,False,False,False,False,False
3.97,1.5,5.96,28,6,False,False,False,True,False,True,False,False,False,True,False,False,False,False
4.04,1.5,6.06,12,7,True,False,False,True,False,False,True,False,False,True,False,False,False,False
4.96,3.0,14.88,6,7,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0.43,2.0,0.86,21,6,False,True,True,False,False,False,True,False,False,True,False,False,False,False
3.38,3.0,10.14,10,8,False,False,False,False,True,False,False,True,False,False,True,False,False,False
4.77,2.0,9.54,22,7,False,True,True,False,False,False,False,True,False,False,False,False,True,False
