Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss
2025-06-25,Lunch,C,Meat,0.18,8.0,1.44
2025-08-01,Breakfast,B,Meat,3.01,8.0,24.08
2025-06-18,Breakfast,D,Rice,2.31,2.0,4.62
2025-07-11,Dinner,A,Rice,2.5,2.0,5.0
2025-07-28,Lunch,D,Soup,0.25,1.5,0.38
2025-07-30,Lunch,A,Soup,0.43,1.5,0.65
2025-07-25,Breakfast,A,Meat,2.36,8.0,18.88
2025-07-04,Dinner,A,Meat,1.25,8.0,10.0
2025-07-16,Breakfast,C,Soup,2.31,1.5,3.46
2025-07-09,Lunch,B,Vegetables,2.49,3.0,7.47
2025-08-07,Dinner,A,Vegetables,1.19,3.0,3.57
2025-08-07,Lunch,A,Vegetables,3.41,3.0,10.23
2025-07-08,Dinner,C,Soup,4.21,1.5,6.31
2025-07-31,Lunch,D,Rice,3.82,2.0,7.64
2025-06-20,Lunch,B,Meat,0.19,8.0,1.52
2025-06-30,Breakfast,A,Meat,3.12,8.0,24.96
2025-07-05,Dinner,D,Soup,2.93,1.5,4.4
2025-07-07,Lunch,C,Vegetables,4.41,3.0,13.23
2025-08-03,Dinner,C,Meat,3.85,8.0,30.8
2025-06-11,Dinner,B,Meat,4.87,8.0,38.96
2025-07-01,Breakfast,D,Vegetables,3.72,3.0,11.16
2025-08-06,Lunch,A,Meat,4.4,8.0,35.2
2025-07-01,Lunch,B,Soup,3.4,1.5,5.1
2025-08-04,Lunch,C,Vegetables,1.78,3.0,5.34
2025-07-19,Lunch,B,Soup,4.42,1.5,6.63
2025-07-21,Dinner,A,Meat,4.44,8.0,35.52
2025-06-11,Dinner,B,Soup,1.27,1.5,1.91
2025-07-30,Lunch,B,Vegetables,1.7,3.0,5.1
2025-06-14,Lunch,C,Meat,1.55,8.0,12.4
2025-07-09,Breakfast,C,Soup,3.31,1.5,4.96
2025-06-26,Lunch,A,Meat,1.99,8.0,15.92
2025-07-11,Lunch,B,Vegetables,2.24,3.0,6.72
2025-08-04,Dinner,C,Vegetables,4.4,3.0,13.2
2025-07-18,Breakfast,C,Vegetables,3.69,3.0,11.07
2025-06-24,Breakfast,C,Vegetables,4.54,3.0,13.62
2025-08-03,Dinner,B,Soup,3.83,1.5,5.75
2025-07-18,Lunch,D,Soup,2.35,1.5,3.53
2025-07-07,Dinner,C,Vegetables,1.57,3.0,4.71
2025-07-09,Dinner,B,Rice,0.14,2.0,0.28
2025-06-23,Breakfast,A,Soup,1.15,1.5,1.72
2025-06-17,Dinner,C,Rice,4.56,2.0,9.12
2025-08-01,Breakfast,D,Vegetables,1.5,3.0,4.5
2025-06-29,Lunch,D,Rice,0.46,2.0,0.92
2025-07-17,Breakfast,D,Vegetables,0.91,3.0,2.73
2025-06-27,Breakfast,D,Rice,3.43,2.0,6.86
2025-06-14,Breakfast,D,Soup,2.18,1.5,3.27
2025-07-11,Lunch,A,Meat,4.94,8.0,39.52
2025-07-13,Lunch,B,Vegetables,4.77,3.0,14.31
2025-08-01,Dinner,B,Vegetables,1.94,3.0,5.82
2025-06-12,Breakfast,D,Meat,4.33,8.0,34.64
2025-06-28,Dinner,A,Meat,4.56,8.0,36.48
2025-08-08,Lunch,B,Vegetables,1.77,3.0,5.31
2025-08-08,Dinner,B,Soup,3.93,1.5,5.9
2025-07-02,Dinner,A,Soup,4.0,1.5,6.0
2025-07-31,Dinner,A,Vegetables,2.58,3.0,7.74
2025-08-05,Lunch,C,Vegetables,1.09,3.0,3.27
2025-08-10,Breakfast,C,Rice,1.5,2.0,3.0
2025-07-03,Breakfast,D,Vegetables,0.36,3.0,1.08
2025-06-12,Breakfast,B,Meat,4.19,8.0,33.52
2025-06-16,Lunch,A,Vegetables,2.13,3.0,6.39
2025-06-21,Lunch,C,Meat,2.27,8.0,18.16
2025-06-26,Dinner,A,Rice,1.6,2.0,3.2
2025-07-20,Dinner,A,Rice,3.87,2.0,7.74
2025-08-08,Breakfast,A,Vegetables,0.55,3.0,1.65
2025-07-20,Breakfast,B,Soup,4.25,1.5,6.38
2025-07-20,Lunch,A,Meat,2.52,8.0,20.16
2025-08-10,Dinner,D,Meat,3.14,8.0,25.12
2025-07-27,Breakfast,B,Soup,3.98,1.5,5.97
2025-07-09,Dinner,D,Meat,2.8,8.0,22.4
2025-07-07,Lunch,A,Vegetables,1.67,3.0,5.01
2025-07-31,Breakfast,B,Rice,1.72,2.0,3.44
2025-07-14,Lunch,C,Soup,0.61,1.5,0.92
2025-06-27,Breakfast,A,Soup,3.08,1.5,4.62
2025-08-07,Breakfast,A,Rice,2.12,2.0,4.24
2025-07-25,Dinner,B,Rice,0.98,2.0,1.96
2025-08-04,Lunch,D,Rice,1.86,2.0,3.72
2025-07-03,Lunch,D,Meat,3.26,8.0,26.08
2025-07-24,Breakfast,A,Soup,1.12,1.5,1.68
2025-07-11,Breakfast,B,Rice,2.98,2.0,5.96
2025-07-08,Lunch,D,Meat,3.06,8.0,24.48
2025-08-03,Dinner,C,Soup,3.84,1.5,5.76
2025-07-14,Lunch,D,Vegetables,0.67,3.0,2.01
2025-07-13,Breakfast,D,Soup,2.03,1.5,3.04
2025-07-17,Dinner,C,Vegetables,2.5,3.0,7.5
2025-08-08,Lunch,C,Soup,3.54,1.5,5.31
2025-07-13,Dinner,D,Vegetables,1.86,3.0,5.58
2025-07-14,Lunch,D,Soup,4.71,1.5,7.06
2025-07-05,Breakfast,C,Soup,2.79,1.5,4.19
2025-07-01,Breakfast,A,Soup,0.32,1.5,0.48
2025-08-09,Breakfast,A,Meat,4.79,8.0,38.32
2025-07-13,Lunch,D,Meat,4.0,8.0,32.0
2025-06-19,Breakfast,D,Vegetables,3.54,3.0,10.62
2025-06-23,Breakfast,C,Rice,0.48,2.0,0.96
2025-06-30,Dinner,B,Rice,2.57,2.0,5.14
2025-06-25,Dinner,A,Rice,1.73,2.0,3.46
2025-06-19,Dinner,D,Soup,2.48,1.5,3.72
2025-06-17,Breakfast,B,Rice,0.82,2.0,1.64
2025-06-14,Breakfast,A,Meat,4.57,8.0,36.56
2025-07-21,Lunch,D,Vegetables,0.72,3.0,2.16
2025-07-23,Dinner,B,Vegetables,3.7,3.0,11.1
2025-07-05,Breakfast,D,Meat,2.73,8.0,21.84
2025-07-11,Breakfast,D,Rice,2.01,2.0,4.02
2025-06-11,Breakfast,A,Vegetables,2.97,3.0,8.91
2025-06-23,Breakfast,A,Rice,1.87,2.0,3.74
2025-07-27,Dinner,A,Meat,4.69,8.0,37.52
2025-06-18,Breakfast,A,Soup,2.32,1.5,3.48
2025-07-30,Dinner,A,Soup,4.63,1.5,6.95
2025-07-12,Breakfast,C,Meat,2.1,8.0,16.8
2025-06-30,Breakfast,D,Meat,0.21,8.0,1.68
2025-06-16,Lunch,C,Meat,2.27,8.0,18.16
2025-06-18,Dinner,C,Rice,3.04,2.0,6.08
2025-07-24,Dinner,C,Soup,2.27,1.5,3.41
2025-07-11,Lunch,B,Soup,4.21,1.5,6.31
2025-06-16,Lunch,D,Soup,4.89,1.5,7.33
2025-06-25,Lunch,C,Rice,1.34,2.0,2.68
2025-08-10,Lunch,B,Vegetables,1.55,3.0,4.65
2025-06-16,Breakfast,B,Rice,0.78,2.0,1.56
2025-08-10,Lunch,A,Meat,0.89,8.0,7.12
2025-06-20,Dinner,D,Rice,0.92,2.0,1.84
2025-08-02,Dinner,C,Vegetables,0.99,3.0,2.97
2025-07-15,Lunch,A,Vegetables,3.79,3.0,11.37
2025-07-17,Breakfast,D,Meat,3.2,8.0,25.6
2025-07-13,Dinner,C,Vegetables,4.61,3.0,13.83
2025-08-06,Lunch,D,Vegetables,3.51,3.0,10.53
2025-08-10,Breakfast,B,Rice,3.37,2.0,6.74
2025-07-18,Dinner,A,Soup,0.1,1.5,0.15
2025-07-17,Dinner,A,Rice,4.6,2.0,9.2
2025-06-16,Breakfast,C,Vegetables,0.76,3.0,2.28
2025-06-19,Lunch,D,Meat,3.64,8.0,29.12
2025-06-22,Lunch,A,Meat,3.03,8.0,24.24
2025-07-05,Dinner,C,Meat,2.37,8.0,18.96
2025-06-26,Lunch,A,Vegetables,4.87,3.0,14.61
2025-06-17,Lunch,B,Vegetables,3.75,3.0,11.25
2025-08-06,Dinner,C,Rice,1.86,2.0,3.72
2025-06-29,Lunch,D,Meat,0.39,8.0,3.12
2025-07-04,Lunch,C,Soup,3.38,1.5,5.07
2025-07-11,Breakfast,C,Meat,0.9,8.0,7.2
2025-08-09,Breakfast,B,Vegetables,4.68,3.0,14.04
2025-06-11,Breakfast,D,Soup,2.8,1.5,4.2
2025-07-19,Breakfast,D,Meat,3.51,8.0,28.08
2025-06-26,Breakfast,A,Meat,4.67,8.0,37.36
2025-07-10,Lunch,D,Rice,0.37,2.0,0.74
2025-08-03,Lunch,C,Meat,1.08,8.0,8.64
2025-07-01,Lunch,B,Meat,4.1,8.0,32.8
2025-07-17,Dinner,B,Rice,4.34,2.0,8.68
2025-08-01,Lunch,B,Rice,3.27,2.0,6.54
2025-07-30,Breakfast,C,Vegetables,2.17,3.0,6.51
2025-06-18,Lunch,C,Soup,3.72,1.5,5.58
2025-07-20,Breakfast,C,Rice,3.33,2.0,6.66
2025-06-14,Dinner,B,Vegetables,3.07,3.0,9.21
2025-07-01,Lunch,C,Meat,2.96,8.0,23.68
2025-07-20,Breakfast,A,Vegetables,2.81,3.0,8.43
2025-07-05,Dinner,C,Vegetables,4.05,3.0,12.15
2025-07-15,Dinner,A,Meat,1.8,8.0,14.4
2025-07-13,Dinner,C,Meat,2.58,8.0,20.64
2025-07-04,Lunch,A,Meat,3.71,8.0,29.68
2025-06-14,Dinner,C,Soup,3.63,1.5,5.45
2025-06-23,Dinner,C,Soup,2.68,1.5,4.02
2025-07-14,Breakfast,C,Vegetables,2.06,3.0,6.18
2025-07-05,Lunch,B,Soup,2.86,1.5,4.29
2025-07-21,Dinner,C,Soup,1.86,1.5,2.79
2025-07-26,Dinner,D,Rice,4.25,2.0,8.5
2025-06-23,Dinner,B,Vegetables,4.74,3.0,14.22
2025-07-12,Lunch,C,Meat,0.78,8.0,6.24
2025-07-11,Lunch,C,Vegetables,4.78,3.0,14.34
2025-07-23,Breakfast,D,Meat,1.27,8.0,10.16
2025-07-01,Dinner,A,Vegetables,2.93,3.0,8.79
2025-06-30,Lunch,B,Vegetables,3.31,3.0,9.93
2025-06-18,Dinner,A,Soup,3.36,1.5,5.04
2025-07-24,Lunch,C,Vegetables,2.36,3.0,7.08
2025-07-24,Dinner,D,Vegetables,4.16,3.0,12.48
2025-06-23,Lunch,A,Meat,0.74,8.0,5.92
2025-08-04,Lunch,D,Vegetables,4.75,3.0,14.25
2025-06-26,Breakfast,B,Vegetables,3.79,3.0,11.37
2025-06-28,Breakfast,C,Vegetables,1.91,3.0,5.73
2025-07-13,Dinner,C,Rice,2.06,2.0,4.12
2025-06-25,Breakfast,D,Soup,0.43,1.5,0.65
2025-07-25,Dinner,D,Meat,5.0,8.0,40.0
2025-06-13,Dinner,C,Rice,0.81,2.0,1.62
2025-06-24,Breakfast,B,Rice,0.6,2.0,1.2
2025-06-17,Dinner,D,Vegetables,3.2,3.0,9.6
2025-08-07,Breakfast,B,Soup,2.93,1.5,4.4
2025-07-27,Dinner,C,Vegetables,3.23,3.0,9.69
2025-07-04,Breakfast,B,Meat,4.95,8.0,39.6
2025-07-20,Breakfast,D,Vegetables,0.37,3.0,1.11
2025-08-04,Dinner,C,Meat,0.28,8.0,2.24
2025-06-25,Dinner,B,Vegetables,2.38,3.0,7.14
2025-07-02,Lunch,D,Soup,3.55,1.5,5.32
2025-08-01,Dinner,C,Vegetables,3.42,3.0,10.26
2025-07-17,Breakfast,D,Soup,0.78,1.5,1.17
2025-07-21,Lunch,D,Soup,3.93,1.5,5.9
2025-08-06,Breakfast,B,Rice,1.52,2.0,3.04
2025-08-01,Breakfast,C,Vegetables,0.9,3.0,2.7
2025-07-04,Breakfast,C,Rice,4.7,2.0,9.4
2025-06-20,Dinner,A,Meat,4.18,8.0,33.44
2025-07-06,Lunch,B,Soup,1.8,1.5,2.7
2025-07-19,Breakfast,D,Soup,4.94,1.5,7.41
2025-08-10,Lunch,A,Rice,3.78,2.0,7.56
2025-07-28,Dinner,A,Meat,0.91,8.0,7.28
2025-07-12,Lunch,B,Rice,4.54,2.0,9.08
2025-07-04,Breakfast,A,Rice,0.15,2.0,0.3
2025-07-20,Breakfast,A,Meat,0.51,8.0,4.08
2025-06-18,Breakfast,A,Vegetables,2.7,3.0,8.1
2025-08-06,Breakfast,A,Soup,0.29,1.5,0.43
2025-07-18,Lunch,D,Meat,0.59,8.0,4.72
2025-08-01,Breakfast,B,Rice,1.93,2.0,3.86
2025-08-07,Breakfast,A,Vegetables,1.38,3.0,4.14
2025-07-17,Breakfast,A,Meat,5.0,8.0,40.0
2025-07-14,Breakfast,A,Rice,2.73,2.0,5.46
2025-08-01,Breakfast,D,Rice,3.77,2.0,7.54
2025-06-28,Breakfast,A,Rice,4.64,2.0,9.28
2025-07-03,Breakfast,C,Soup,3.38,1.5,5.07
2025-06-16,Dinner,A,Vegetables,1.03,3.0,3.09
2025-07-26,Lunch,C,Vegetables,1.61,3.0,4.83
2025-06-29,Breakfast,A,Meat,2.71,8.0,21.68
2025-06-13,Breakfast,B,Meat,2.34,8.0,18.72
2025-07-12,Breakfast,D,Meat,3.03,8.0,24.24
2025-07-26,Lunch,B,Meat,2.86,8.0,22.88
2025-06-14,Lunch,C,Soup,3.33,1.5,5.0
2025-06-13,Breakfast,C,Soup,4.85,1.5,7.27
2025-07-17,Lunch,C,Vegetables,4.3,3.0,12.9
2025-07-12,Dinner,A,Meat,1.33,8.0,10.64
2025-08-10,Dinner,B,Rice,3.36,2.0,6.72
2025-07-22,Dinner,A,Soup,0.14,1.5,0.21
2025-08-03,Lunch,C,Vegetables,2.11,3.0,6.33
2025-07-27,Breakfast,B,Rice,0.77,2.0,1.54
2025-08-10,Breakfast,A,Soup,2.9,1.5,4.35
2025-07-26,Dinner,A,Rice,0.1,2.0,0.2
2025-07-28,Lunch,C,Meat,2.78,8.0,22.24
2025-07-15,Lunch,B,Soup,1.02,1.5,1.53
2025-07-23,Breakfast,D,Rice,2.7,2.0,5.4
2025-06-25,Dinner,C,Rice,3.2,2.0,6.4
2025-06-12,Lunch,C,Rice,2.5,2.0,5.0
2025-07-28,Dinner,C,Meat,3.68,8.0,29.44
2025-07-27,Breakfast,A,Soup,1.58,1.5,2.37
2025-08-02,Breakfast,A,Meat,1.93,8.0,15.44
2025-08-08,Dinner,A,Rice,3.64,2.0,7.28
2025-06-21,Breakfast,A,Meat,1.81,8.0,14.48
2025-08-06,Dinner,D,Rice,4.87,2.0,9.74
2025-07-12,Dinner,C,Vegetables,3.14,3.0,9.42
2025-07-21,Breakfast,A,Rice,1.62,2.0,3.24
2025-07-12,Lunch,C,Vegetables,1.58,3.0,4.74
2025-08-10,Breakfast,C,Vegetables,4.06,3.0,12.18
2025-07-12,Breakfast,A,Vegetables,1.61,3.0,4.83
2025-07-05,Lunch,A,Soup,0.5,1.5,0.75
2025-08-10,Dinner,A,Meat,3.94,8.0,31.52
2025-07-16,Dinner,C,Rice,4.13,2.0,8.26
2025-07-25,Breakfast,C,Soup,1.47,1.5,2.21
2025-07-26,Dinner,D,Vegetables,4.81,3.0,14.43
2025-07-21,Lunch,A,Vegetables,1.62,3.0,4.86
2025-06-19,Lunch,B,Meat,0.8,8.0,6.4
2025-06-26,Dinner,B,Meat,0.31,8.0,2.48
2025-07-19,Lunch,A,Vegetables,0.45,3.0,1.35
2025-07-25,Lunch,A,Meat,2.12,8.0,16.96
2025-08-04,Breakfast,C,Soup,1.32,1.5,1.98
2025-06-13,Breakfast,A,Meat,4.36,8.0,34.88
2025-07-08,Dinner,B,Meat,1.38,8.0,11.04
2025-07-29,Lunch,C,Vegetables,0.4,3.0,1.2
2025-06-26,Lunch,B,Soup,4.03,1.5,6.04
2025-06-27,Dinner,B,Vegetables,0.53,3.0,1.59
2025-08-06,Lunch,A,Rice,3.15,2.0,6.3
2025-08-01,Lunch,D,Meat,3.27,8.0,26.16
2025-07-31,Dinner,B,Meat,4.41,8.0,35.28
2025-07-12,Dinner,D,Soup,4.31,1.5,6.46
2025-07-21,Lunch,A,Rice,2.32,2.0,4.64
2025-07-28,Breakfast,D,Meat,3.29,8.0,26.32
2025-06-14,Breakfast,B,Rice,1.34,2.0,2.68
2025-07-24,Lunch,D,Meat,0.16,8.0,1.28
2025-07-21,Lunch,B,Meat,0.69,8.0,5.52
2025-07-18,Breakfast,D,Soup,0.41,1.5,0.61
2025-07-24,Breakfast,B,Soup,0.87,1.5,1.3
2025-06-25,Lunch,B,Rice,2.01,2.0,4.02
2025-06-28,Breakfast,A,Vegetables,3.99,3.0,11.97
2025-07-09,Dinner,C,Vegetables,2.47,3.0,7.41
2025-07-27,Breakfast,D,Vegetables,3.96,3.0,11.88
2025-07-21,Lunch,C,Soup,3.94,1.5,5.91
2025-07-14,Breakfast,D,Soup,1.37,1.5,2.06
2025-07-28,Dinner,D,Vegetables,2.9,3.0,8.7
2025-07-30,Dinner,D,Rice,3.08,2.0,6.16
2025-06-25,Lunch,D,Meat,3.18,8.0,25.44
2025-07-17,Dinner,B,Soup,4.16,1.5,6.24
2025-08-03,Dinner,D,Soup,2.08,1.5,3.12
2025-06-30,Breakfast,C,Meat,2.54,8.0,20.32
2025-07-10,Dinner,A,Rice,2.23,2.0,4.46
2025-06-29,Dinner,C,Meat,2.85,8.0,22.8
2025-06-20,Lunch,B,Vegetables,4.61,3.0,13.83
2025-07-22,Dinner,B,Soup,3.15,1.5,4.72
2025-07-27,Dinner,B,Meat,4.91,8.0,39.28
2025-07-17,Dinner,D,Soup,3.2,1.5,4.8
2025-06-14,Lunch,B,Soup,2.92,1.5,4.38
2025-06-26,Breakfast,C,Vegetables,4.34,3.0,13.02
2025-07-24,Dinner,B,Soup,4.08,1.5,6.12
2025-07-08,Breakfast,D,Vegetables,1.02,3.0,3.06
2025-06-11,Lunch,C,Vegetables,1.02,3.0,3.06
2025-07-18,Dinner,D,Rice,3.31,2.0,6.62
2025-07-14,Dinner,B,Vegetables,2.25,3.0,6.75
2025-06-23,Breakfast,C,Soup,3.88,1.5,5.82
2025-07-20,Lunch,C,Vegetables,4.32,3.0,12.96
2025-07-01,Dinner,B,Meat,0.94,8.0,7.52
2025-07-05,Lunch,C,Rice,0.4,2.0,0.8
2025-07-02,Dinner,A,Rice,1.65,2.0,3.3
2025-06-11,Dinner,A,Meat,4.65,8.0,37.2
2025-07-16,Lunch,B,Vegetables,4.22,3.0,12.66
2025-07-29,Breakfast,B,Meat,3.04,8.0,24.32
2025-07-09,Dinner,A,Soup,3.57,1.5,5.35
2025-06-11,Dinner,C,Meat,2.8,8.0,22.4
2025-08-03,Dinner,B,Rice,3.21,2.0,6.42
2025-07-25,Lunch,D,Rice,4.95,2.0,9.9
2025-08-02,Dinner,D,Vegetables,4.06,3.0,12.18
2025-07-22,Breakfast,B,Rice,2.59,2.0,5.18
2025-07-16,Lunch,B,Soup,2.49,1.5,3.74
2025-06-23,Dinner,A,Meat,1.62,8.0,12.96
2025-07-04,Lunch,D,Rice,1.01,2.0,2.02
2025-06-11,Lunch,D,Rice,3.81,2.0,7.62
2025-06-20,Breakfast,C,Meat,1.71,8.0,13.68
2025-07-19,Breakfast,B,Soup,0.11,1.5,0.17
2025-07-29,Dinner,B,Rice,4.11,2.0,8.22
2025-06-21,Breakfast,D,Meat,2.52,8.0,20.16
2025-07-07,Breakfast,C,Vegetables,0.38,3.0,1.14
2025-07-08,Breakfast,B,Meat,4.62,8.0,36.96
2025-07-29,Breakfast,A,Vegetables,2.2,3.0,6.6
2025-07-09,Dinner,B,Vegetables,1.93,3.0,5.79
2025-07-08,Breakfast,C,Rice,3.65,2.0,7.3
2025-06-15,Dinner,D,Rice,2.85,2.0,5.7
2025-06-22,Lunch,B,Soup,1.49,1.5,2.23
2025-06-21,Dinner,C,Rice,2.82,2.0,5.64
2025-07-25,Dinner,D,Soup,0.59,1.5,0.89
2025-07-06,Dinner,A,Rice,3.4,2.0,6.8
2025-07-04,Dinner,A,Vegetables,3.79,3.0,11.37
2025-06-26,Breakfast,A,Rice,0.31,2.0,0.62
2025-06-26,Breakfast,D,Soup,3.74,1.5,5.61
2025-08-03,Dinner,D,Rice,0.53,2.0,1.06
2025-06-12,Breakfast,C,Vegetables,4.62,3.0,13.86
2025-06-24,Breakfast,B,Soup,1.5,1.5,2.25
2025-07-05,Lunch,D,Meat,1.71,8.0,13.68
2025-07-27,Lunch,B,Vegetables,4.75,3.0,14.25
2025-06-23,Lunch,A,Rice,3.85,2.0,7.7
2025-07-08,Breakfast,B,Soup,0.55,1.5,0.83
2025-07-09,Dinner,C,Soup,2.49,1.5,3.74
2025-08-03,Breakfast,B,Soup,3.96,1.5,5.94
2025-08-03,Lunch,B,Vegetables,0.36,3.0,1.08
2025-07-17,Breakfast,C,Vegetables,2.98,3.0,8.94
2025-06-30,Lunch,C,Soup,4.42,1.5,6.63
2025-08-06,Dinner,A,Vegetables,2.14,3.0,6.42
2025-07-07,Breakfast,A,Meat,0.26,8.0,2.08
2025-06-29,Dinner,C,Rice,1.92,2.0,3.84
2025-07-07,Lunch,D,Soup,4.86,1.5,7.29
2025-08-09,Lunch,A,Rice,3.04,2.0,6.08
2025-08-08,Lunch,C,Vegetables,2.66,3.0,7.98
2025-07-25,Lunch,C,Meat,3.19,8.0,25.52
2025-07-29,Lunch,C,Rice,1.21,2.0,2.42
2025-07-21,Breakfast,B,Rice,2.73,2.0,5.46
2025-07-04,Dinner,B,Vegetables,0.16,3.0,0.48
2025-07-29,Lunch,A,Vegetables,1.01,3.0,3.03
2025-06-25,Dinner,A,Vegetables,2.78,3.0,8.34
2025-08-03,Dinner,A,Meat,2.49,8.0,19.92
2025-07-02,Breakfast,D,Vegetables,0.95,3.0,2.85
2025-06-26,Lunch,C,Meat,0.49,8.0,3.92
2025-07-13,Breakfast,C,Vegetables,2.51,3.0,7.53
2025-07-28,Dinner,C,Vegetables,1.4,3.0,4.2
2025-07-21,Breakfast,C,Rice,3.44,2.0,6.88
2025-06-21,Dinner,A,Meat,4.18,8.0,33.44
2025-06-12,Dinner,A,Meat,3.52,8.0,28.16
2025-08-04,Breakfast,B,Rice,1.93,2.0,3.86
2025-07-08,Breakfast,D,Rice,3.05,2.0,6.1
2025-08-10,Lunch,D,Vegetables,3.74,3.0,11.22
2025-06-30,Breakfast,A,Vegetables,1.32,3.0,3.96
2025-07-10,Breakfast,D,Rice,4.09,2.0,8.18
2025-07-15,Breakfast,D,Soup,2.01,1.5,3.01
2025-08-08,Dinner,D,Vegetables,3.88,3.0,11.64
2025-07-04,Breakfast,B,Rice,1.49,2.0,2.98
2025-06-14,Breakfast,B,Vegetables,0.15,3.0,0.45
2025-08-05,Lunch,B,Meat,0.62,8.0,4.96
2025-06-27,Breakfast,B,Vegetables,0.43,3.0,1.29
2025-06-17,Dinner,C,Meat,0.46,8.0,3.68
2025-06-11,Breakfast,B,Vegetables,1.81,3.0,5.43
2025-06-30,Lunch,D,Soup,2.06,1.5,3.09
2025-06-28,Breakfast,B,Vegetables,0.78,3.0,2.34
2025-06-26,Breakfast,D,Vegetables,4.46,3.0,13.38
2025-06-29,Dinner,D,Meat,1.31,8.0,10.48
2025-06-20,Dinner,B,Rice,4.24,2.0,8.48
2025-06-14,Dinner,B,Meat,4.01,8.0,32.08
2025-06-14,Lunch,B,Rice,2.47,2.0,4.94
2025-07-22,Lunch,C,Meat,0.98,8.0,7.84
2025-06-20,Lunch,A,Soup,4.32,1.5,6.48
2025-06-21,Breakfast,C,Vegetables,3.31,3.0,9.93
2025-08-03,Breakfast,A,Soup,0.54,1.5,0.81
2025-07-04,Dinner,B,Soup,3.3,1.5,4.95
2025-07-08,Breakfast,D,Soup,3.83,1.5,5.75
2025-07-26,Lunch,C,Rice,4.42,2.0,8.84
2025-07-04,Breakfast,B,Soup,2.52,1.5,3.78
2025-08-08,Breakfast,A,Soup,3.06,1.5,4.59
2025-07-11,Breakfast,A,Meat,4.65,8.0,37.2
2025-07-18,Breakfast,A,Vegetables,2.63,3.0,7.89
2025-07-22,Dinner,C,Soup,3.89,1.5,5.83
2025-07-14,Dinner,C,Soup,0.66,1.5,0.99
2025-07-15,Breakfast,A,Rice,4.92,2.0,9.84
2025-07-03,Lunch,A,Vegetables,3.88,3.0,11.64
2025-07-22,Lunch,D,Soup,1.48,1.5,2.22
2025-08-10,Lunch,A,Vegetables,1.5,3.0,4.5
2025-07-28,Lunch,D,Vegetables,2.47,3.0,7.41
2025-08-04,Lunch,A,Rice,2.98,2.0,5.96
2025-07-27,Dinner,A,Soup,3.75,1.5,5.62
2025-06-17,Dinner,B,Soup,2.5,1.5,3.75
2025-06-20,Breakfast,C,Vegetables,0.14,3.0,0.42
2025-07-25,Breakfast,A,Soup,2.91,1.5,4.37
2025-07-19,Dinner,C,Vegetables,3.79,3.0,11.37
2025-06-28,Lunch,A,Rice,5.0,2.0,10.0
2025-07-29,Breakfast,C,Soup,4.23,1.5,6.35
2025-08-05,Dinner,A,Meat,1.72,8.0,13.76
2025-07-10,Lunch,B,Vegetables,3.3,3.0,9.9
2025-07-06,Breakfast,A,Meat,1.79,8.0,14.32
2025-07-12,Breakfast,C,Soup,1.83,1.5,2.75
2025-07-18,Breakfast,A,Rice,4.41,2.0,8.82
2025-06-12,Dinner,B,Vegetables,3.75,3.0,11.25
2025-07-10,Breakfast,C,Soup,2.68,1.5,4.02
2025-08-09,Lunch,C,Meat,4.86,8.0,38.88
2025-07-11,Dinner,C,Meat,3.59,8.0,28.72
2025-06-27,Breakfast,C,Meat,1.98,8.0,15.84
2025-07-23,Breakfast,B,Soup,0.11,1.5,0.17
2025-07-15,Dinner,A,Vegetables,4.24,3.0,12.72
2025-06-12,Breakfast,B,Vegetables,4.9,3.0,14.7
2025-07-28,Dinner,D,Soup,4.22,1.5,6.33
2025-07-07,Dinner,B,Soup,3.8,1.5,5.7
2025-07-15,Dinner,A,Soup,3.13,1.5,4.7
2025-08-02,Lunch,C,Vegetables,2.15,3.0,6.45
2025-07-24,Dinner,A,Soup,3.19,1.5,4.79
2025-07-16,Lunch,B,Meat,2.14,8.0,17.12
2025-07-06,Dinner,D,Meat,4.43,8.0,35.44
2025-06-13,Lunch,A,Meat,4.31,8.0,34.48
2025-08-07,Breakfast,B,Rice,3.55,2.0,7.1
2025-07-01,Lunch,C,Soup,3.65,1.5,5.47
2025-06-21,Lunch,B,Meat,4.33,8.0,34.64
2025-07-24,Dinner,A,Meat,4.14,8.0,33.12
2025-07-02,Breakfast,A,Meat,3.48,8.0,27.84
2025-07-05,Dinner,D,Vegetables,3.75,3.0,11.25
2025-07-10,Breakfast,A,Vegetables,0.18,3.0,0.54
2025-06-23,Breakfast,D,Meat,4.43,8.0,35.44
2025-06-27,Breakfast,A,Rice,3.43,2.0,6.86
2025-06-11,Lunch,A,Meat,1.64,8.0,13.12
2025-07-02,Dinner,A,Vegetables,4.68,3.0,14.04
2025-07-11,Breakfast,B,Soup,2.05,1.5,3.07
2025-07-31,Breakfast,A,Meat,3.5,8.0,28.0
2025-06-16,Dinner,D,Meat,2.87,8.0,22.96
2025-08-03,Lunch,D,Vegetables,1.65,3.0,4.95
2025-06-19,Dinner,D,Rice,2.21,2.0,4.42
2025-07-08,Dinner,A,Rice,2.81,2.0,5.62
2025-07-19,Breakfast,C,Soup,3.43,1.5,5.15
2025-06-24,Dinner,D,Meat,0.33,8.0,2.64
2025-06-11,Lunch,D,Soup,1.1,1.5,1.65
2025-07-08,Dinner,D,Meat,1.92,8.0,15.36
